wreck_id,strauss_id,name,parker_number,country,sea_area,region_db,latitude,longitude,date_start,date_end,cargo_types,provenance,destination,region
8025,0,Maestro-Maria,618,,,,0.0,0.0,,,,,,western_med
8026,0,Les Magnons A,619,,,,0.0,0.0,-50.0,50.0,,,,western_med
8027,0,Les Magnons B,620,,,,0.0,0.0,-400.0,-100.0,,,,western_med
8029,0,Maire A,631,,,,0.0,0.0,-150.0,-1.0,,,,western_med
8030,0,Maire B,632,,,,0.0,0.0,100.0,125.0,,,,western_med
8031,0,Maire C,633,,,,0.0,0.0,-110.0,-90.0,,,,western_med
8032,0,Maire D,634,,,,0.0,0.0,-125.0,-75.0,,,,western_med
8033,0,Majorca,635,,,,0.0,0.0,100.0,200.0,,,,western_med
8034,0,Mararska,636,,,,0.0,0.0,-200.0,-100.0,,,,adriatic
8035,0,Mal di Ventre,637,Italy,,Sardinia,39.97313,8.30755,-75.0,-25.0,"amphorae; 1100 Spanish lead ingots mined from Cartagena, each weighing about 100 Roman pounds and inscribed on theupper side with the manufacturer's mark. One was SOCMPONTILIENORUMMAE, ie Societas Marci et Caio Pontilienorum figli di Marco. The other LCARULILFHISPALIMN, ie. Luci Caruli Luci fili Hispali MeNenia tribu.","Cartagena, Spain",Italy,western_med
8036,0,Mala Jana,638,,,,0.0,0.0,1300.0,1600.0,,,,adriatic
8037,0,Malamocco,639,,,,0.0,0.0,1400.0,1500.0,,,,western_med
8038,0,Malta,640,,,,0.0,0.0,,,,,,western_med
8039,0,La Malvarrosa,641,,,,0.0,0.0,-250.0,-175.0,,,,western_med
8042,0,Mandalya Gulf C,644,,,,0.0,0.0,900.0,1000.0,,,,eastern_med
8043,0,Mangub,645,,,,0.0,0.0,312.0,318.0,,,,western_med
8044,0,Maraone,646,,,,0.0,0.0,-100.0,-1.0,amphorae,,,western_med
8046,0,Maratea B,648,,,,0.0,0.0,25.0,260.0,,,,western_med
8047,0,Maratea C,649,,,,0.0,0.0,200.0,400.0,,,,western_med
8049,0,Margarida,652,,,,0.0,0.0,-150.0,-100.0,,,,western_med
8051,0,Marina Porto,654,,,,0.0,0.0,-300.0,-100.0,,,,western_med
8052,0,Las Marinas,655,,,,0.0,0.0,-125.0,-100.0,,,,western_med
8053,0,La Marisma de las Mesas,656,,,,0.0,0.0,-200.0,-1.0,,,,western_med
8054,0,Marmaris A,657,,,,0.0,0.0,700.0,900.0,,,,eastern_med
8056,0,Marritza,659,,,,0.0,0.0,75.0,125.0,,,,western_med
8057,0,Marsa Lucch,660,,,,0.0,0.0,500.0,650.0,,,,western_med
8058,0,Marsala (Punic Ship),661,Italy,,Sicily,0.0,0.0,-250.0,-175.0,,,,western_med
8059,0,Marsala (Sister Ship),662,,,,0.0,0.0,-300.0,-200.0,,,,western_med
8060,0,Marsala A,663,Italy,,Sicily,37.74462,12.4669,1150.0,1200.0,,North Africa,Sicily,western_med
8061,0,Marsala B,664,Italy,,Sicily,0.0,0.0,1150.0,1200.0,,North Africa,Sicily,western_med
8062,0,Marsala C,665,,,,0.0,0.0,1000.0,1500.0,,,,western_med
8063,0,Marseillan-Plage A,666,,,,0.0,0.0,-125.0,-75.0,,,,western_med
8064,0,Marseillan-Plage B,667,,,,0.0,0.0,50.0,100.0,,,,western_med
8065,0,Marseille (Bourse),668,,,,0.0,0.0,160.0,220.0,,,,western_med
8066,0,Marseille (Galere de Cesar),669,,,,0.0,0.0,200.0,300.0,,,,western_med
8068,0,Marzamemi B,671,Italy,,Southern Sicily,0.0,0.0,500.0,540.0,"A cargo of pre-fabricated marble architectural pieces from a Byzantine church, including 28 bases and 27 capitals of Proconnesian marble, and an 'ambo' with 2 staircases from which a priest would deliver sermons.",,,western_med
8069,0,Marzamemi C,672,,,,0.0,0.0,1.0,400.0,,,,western_med
8070,0,Marzamemi D,673,,,,0.0,0.0,325.0,350.0,,,,western_med
8071,0,Marzamemi E,674,,,,0.0,0.0,-400.0,-300.0,,,,western_med
8072,0,Marzamemi F,675,,,,0.0,0.0,275.0,300.0,,,,western_med
8073,0,Marzamemi G,676,,,,0.0,0.0,-160.0,-140.0,,,,western_med
8074,0,Marzamemi H,677,,,,0.0,0.0,-425.0,-375.0,,,,western_med
8075,0,Marzamemi J,678,,,,0.0,0.0,400.0,700.0,,,,western_med
8076,0,Marzamemi K,679,,,,0.0,0.0,400.0,700.0,,,,western_med
8077,0,Masa d'Or,680,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8079,0,Mateille A,682,France,Western Mediterranean,,0.0,0.0,300.0,325.0,"A bronze consignment of female statue fragments, animal terminals for furniture, boar's tusk decoration, pendants, dishes and pots.",,,western_med
8080,0,Mateille B,683,,,,0.0,0.0,1.0,100.0,,,,western_med
8081,0,Medas A,684,,,,0.0,0.0,-125.0,-75.0,,,,western_med
8082,0,Medas B,685,,,,0.0,0.0,-50.0,25.0,,,,western_med
8083,0,Les Medes A,686,,,,0.0,0.0,-100.0,-11.0,,,,western_med
8084,0,Les Medes B,687,,,,0.0,0.0,1.0,100.0,,,,western_med
8085,0,Mediterranean,688,,,,0.0,0.0,308.0,308.0,,,,unclassified
8087,0,Megadim B,690,,,,0.0,0.0,1404.0,1412.0,,,,eastern_med
8088,0,Mellieha,691,,,,0.0,0.0,200.0,250.0,,,,western_med
8090,0,Methone B,694,,,,0.0,0.0,1000.0,1500.0,,,,eastern_med
8093,0,Mikhmoret,697,,,,0.0,0.0,-150.0,750.0,,,,eastern_med
8094,0,Le Miladou,698,France,Western Mediterranean,Var,43.01555,6.38039,-125.0,-50.0,amphorae,Italy,,western_med
8095,0,Milazzo,699,,,,0.0,0.0,350.0,375.0,,,,western_med
8096,0,Minat Mishrafa,700,,,,0.0,0.0,-200.0,-1.0,,,,eastern_med
8097,0,Miramar,701,,,,0.0,0.0,-50.0,-1.0,,,,western_med
8099,0,Mljet A,703,,,,0.0,0.0,850.0,1000.0,amphorae,,,adriatic
8100,0,Minorca,,Spain,Western Mediterranean,Minorca,0.0,0.0,1.0,300.0,"amphorae; Bronze ingots weighing 80kg each, still arranged in rows.",,,western_med
8101,0,Mola,705,,,,0.0,0.0,-100.0,100.0,,,,western_med
8102,0,Molara,706,,,,0.0,0.0,-200.0,100.0,,,,western_med
8103,0,Molat,707,,,,0.0,0.0,-100.0,100.0,,,,adriatic
8104,0,Monaco A,708,,,,0.0,0.0,200.0,250.0,,,,western_med
8105,0,Monaco B,709,,,,0.0,0.0,-160.0,-140.0,,,,western_med
8106,0,Monaco C,710,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8107,0,Monaco D,711,,,,0.0,0.0,-160.0,-140.0,,,,western_med
8108,0,Lago di Monate,712,,,,0.0,0.0,80.0,180.0,,,,western_med
8109,0,Monfalcone,713,,,,0.0,0.0,1.0,100.0,,,,western_med
8110,0,Mont Rose,714,,,,0.0,0.0,-200.0,-150.0,,,,western_med
8111,0,Montecristo A,715,,,,0.0,0.0,-260.0,-250.0,,,,western_med
8112,0,Montecristo B,716,,,,0.0,0.0,1400.0,1500.0,,,,western_med
8113,0,Montecristo C,717,,,,0.0,0.0,-150.0,400.0,,,,western_med
8114,0,Montecristo D,718,,,,0.0,0.0,-600.0,-500.0,,,,western_med
8115,0,Montecristo E,719,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8116,0,Montecristo F,720,Italy,,Tuscany,0.0,0.0,100.0,300.0,amphorae,,,western_med
8117,0,Morovnik,721,,,,0.0,0.0,300.0,425.0,,,,adriatic
8118,0,Is Mortorius,722,,,,0.0,0.0,30.0,55.0,,,,western_med
8119,0,Munxar,723,,,,0.0,0.0,-150.0,400.0,,,,western_med
8120,0,Le Murelle,724,,,,0.0,0.0,-300.0,-250.0,,,,western_med
8121,0,Murter,725,,,,0.0,0.0,-150.0,-1.0,,,,adriatic
8122,0,Napoli,726,Italy,,Campania,0.0,0.0,200.0,250.0,,,,western_med
8123,0,Naregno,727,,,,0.0,0.0,200.0,400.0,,,,western_med
8124,0,Sa Nau Perdudo,728,,,,0.0,0.0,-60.0,-40.0,,,,western_med
8125,0,Navplion A,729,,,,0.0,0.0,-500.0,-300.0,,,,eastern_med
8126,0,Navplion B,730,,,,0.0,0.0,1200.0,1500.0,,,,eastern_med
8127,0,Les Negres,731,,,,0.0,0.0,125.0,175.0,,,,western_med
8128,0,Nemi A,732,,,,0.0,0.0,35.0,50.0,,,,western_med
8129,0,Nemi B,733,,,,0.0,0.0,35.0,50.0,,,,western_med
8130,0,Nemi C,734,,,,0.0,0.0,35.0,50.0,,,,western_med
8131,0,Nemi D,735,,,,0.0,0.0,35.0,50.0,,,,western_med
8132,0,Nerezine,736,Croatia,,Kvarner,44.65,14.4,100.0,200.0,amphorae; Eastern coarseware.,,,adriatic
8133,0,Neseber A,737,,,,0.0,0.0,-475.0,-450.0,,,,black_sea
8134,0,Neseber B,738,,,,0.0,0.0,500.0,625.0,,,,black_sea
8135,0,Newe Yam A,739,Israel,Eastern Mediterranean,,0.0,0.0,-400.0,-350.0,,,,eastern_med
8136,0,Newe Yam B,740,,,,0.0,0.0,200.0,650.0,,,,eastern_med
8137,0,Newe Yam C,741,,,,0.0,0.0,-2500.0,-1800.0,,,,eastern_med
8138,0,Nice,742,,,,,0.0,-600.0,-500.0,,,,western_med
8139,0,Nicotera,743,,,,0.0,0.0,-25.0,-1.0,,,,western_med
8140,0,Nin A,744,,,,0.0,0.0,1050.0,1100.0,,,,adriatic
8141,0,Nin B,745,,,,0.0,0.0,1050.0,1100.0,,,,adriatic
8142,0,Niolon,746,,,,0.0,0.0,1.0,100.0,,,,western_med
8143,0,"Noce, Fiume",747,,,,0.0,0.0,-50.0,100.0,,,,western_med
8144,0,Nora,748,,,,0.0,0.0,300.0,400.0,,,,western_med
8145,0,Nord-Camarat,749,,,,0.0,0.0,1.0,100.0,,,,western_med
8146,0,Nord-Levant,750,,,,0.0,0.0,-300.0,-150.0,,,,western_med
8147,0,Ognina (Catania) A,753,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8148,0,Ognina (Catania) B,754,,,,0.0,0.0,,,,,,western_med
8150,0,Ognina D,756,,,,0.0,0.0,-400.0,-300.0,,,,western_med
8151,0,Ognina West,757,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8152,0,Olbia A,758,,,,0.0,0.0,-200.0,-1.0,,,,western_med
8153,0,Olbia B,759,,,,0.0,,-400.0,-100.0,,,,western_med
8154,0,Olib A,760,,,,0.0,0.0,300.0,425.0,,,,adriatic
8155,0,Olib B,761,,,,0.0,0.0,25.0,125.0,,,,adriatic
8156,0,Omisalj,762,,,,0.0,0.0,-150.0,-50.0,,,,adriatic
8157,0,Opat,764,,,,0.0,0.0,-150.0,400.0,,,,adriatic
8158,0,Oristano,765,,,,0.0,0.0,-200.0,-150.0,,,,western_med
8159,0,Osellucia,766,,,,0.0,0.0,20.0,50.0,,,,western_med
8160,0,Ostia,767,,,,0.0,0.0,-50.0,50.0,,,,western_med
8161,0,Ostuni,768,,,,0.0,0.0,1100.0,1300.0,,,,western_med
8162,0,Ouest de Plane,769,,,,0.0,0.0,-150.0,-50.0,,,,western_med
8163,0,Ovrat,770,,,,0.0,0.0,1.0,100.0,,,,adriatic
8164,0,Pa,771,,,,0.0,0.0,200.0,300.0,,,,adriatic
8165,0,Pag area,772,,,,0.0,0.0,275.0,300.0,,,,adriatic
8166,0,Palagruza A,774,,,,0.0,0.0,-75.0,-25.0,,,,adriatic
8167,0,Palamos,776,,,,0.0,0.0,-80.0,-30.0,amphora_type:Laetanian I,,,western_med
8168,0,Palazzo di Stella,777,,,,0.0,0.0,-150.0,400.0,,,,western_med
8169,0,Palese,778,,,,0.0,0.0,-300.0,400.0,,,,western_med
8170,0,Palinuro,779,,,,0.0,0.0,-150.0,400.0,,,,western_med
8171,0,Palizi Marina,780,,,,0.0,0.0,-150.0,400.0,,,,western_med
8172,0,Palombina Vecchia,781,Italy,,Ancona,0.0,0.0,-100.0,-50.0,amphorae,,,western_med
8173,0,La Palud 1,782,France,Western Mediterranean,Var,43.01398,6.38726,525.0,575.0,amphorae,Neapolis (Nabeul) North Africa,Marseilles?,western_med
8174,0,Pampelonne,783,France,Western Mediterranean,Var,43.22737,6.679,380.0,420.0,amphorae,Neapolis (Nabeul) North Africa,,western_med
8176,0,Panarea (Roghi),785,,,,0.0,0.0,-325.0,-300.0,,,,western_med
8177,0,Panarelli,786,,,,0.0,0.0,-150.0,-70.0,,,,western_med
8178,0,Pantano Longarini,787,Italy,,SE Sicily,0.0,0.0,600.0,650.0,,Sicily,,western_med
8179,0,Pantelleria,788,,,,0.0,0.0,,,,,,western_med
8180,0,La Paolina,790,,,,0.0,0.0,1.0,200.0,,,,western_med
8183,0,Pasalimani A,793,,,,0.0,0.0,-500.0,-300.0,,,,eastern_med
8184,0,Pasalimani B,794,,,,0.0,0.0,1400.0,1500.0,,,,eastern_med
8185,0,Pefkos,795,,,,0.0,0.0,400.0,700.0,,,,eastern_med
8186,0,Pelagos,796,,,,0.0,0.0,1125.0,1175.0,,,,eastern_med
8187,0,Peljesac,797,,,,0.0,0.0,200.0,400.0,,,,adriatic
8188,0,Pelosa A,798,,,,0.0,0.0,1.0,400.0,,,,western_med
8189,0,Pelosa B,799,,,,0.0,0.0,1000.0,1500.0,,,,western_med
8190,0,Percheles,800,,,,0.0,0.0,1.0,100.0,,,,western_med
8191,0,Perduto,801,,,,0.0,0.0,15.0,25.0,amphorae,"El Rosa, Calella, Spain",,western_med
8192,0,Perejil,802,,,,0.0,0.0,-175.0,-125.0,,,,western_med
8193,0,Pernat A,803,,,,0.0,0.0,1300.0,1500.0,,,,adriatic
8194,0,Pernat B,804,,,,0.0,0.0,-200.0,-100.0,,,,adriatic
8195,0,Pesaro,805,,,,0.0,0.0,-125.0,-25.0,,,,western_med
8196,0,Le Petit Congloue,806,France,Western Mediterranean,Corsica,0.0,0.0,40.0,60.0,amphorae,"Llobregat, Spain",,western_med
8197,0,Le Petit Rhone,807,,,,0.0,0.0,-150.0,400.0,,,,western_med
8198,0,Petrokaravo,808,,,,0.0,0.0,-500.0,-300.0,,,,eastern_med
8199,0,Philadelphia,809,,,,0.0,0.0,-500.0,-400.0,,,,eastern_med
8201,0,Pian di Spille,811,,,,0.0,0.0,350.0,500.0,,,,western_med
8202,0,Pianosa A,812,,,,0.0,0.0,50.0,100.0,,,,western_med
8203,0,Pianosa B,813,,,,0.0,0.0,1.0,100.0,,,,western_med
8204,0,Piedra Negra,814,,,,0.0,0.0,75.0,150.0,,,,western_med
8205,0,Pierres Plates,815,,,,0.0,0.0,300.0,325.0,,,,western_med
8206,0,Pignato di Fuori,816,,,,0.0,0.0,-1600.0,-1550.0,,,,western_med
8208,0,Piraeus B,818,,,,0.0,0.0,,,,,,eastern_med
8209,0,Plane A,819,,,,0.0,0.0,-60.0,-40.0,,,,western_med
8210,0,Plane B,820,,,,0.0,0.0,-425.0,-375.0,,,,western_med
8211,0,Plane C,821,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,900.0,1000.0,,Marseille,Cassis,western_med
8212,0,Plane D,822,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8213,0,Plane E,823,,,,0.0,0.0,-50.0,-1.0,,,,western_med
8214,0,Planier A,824,France,Western Mediterranean,Bouches-du Rhône,0.0,0.0,1.0,15.0,amphorae,"Llobregat, Spain",,western_med
8215,0,Planier B,825,,,,0.0,0.0,125.0,175.0,,,,western_med
8216,0,Planier C,826,,,,0.0,0.0,-55.0,-45.0,,,,western_med
8217,0,Planier D,827,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8218,0,Planier E,828,,,,0.0,0.0,-100.0,-50.0,,,,western_med
8219,0,Planier F,829,,,,0.0,0.0,-100.0,-1.0,,,,western_med
8220,0,Planier G,830,,,,0.0,0.0,300.0,350.0,,,,western_med
8221,0,Plavac A,831,Croatia,Adriatic,Zlarin,43.66666,15.86666,-10.0,15.0,amphorae,Aegean,Northern Italy,adriatic
8223,0,Plemmirio A,833,Italy,,Sicily,0.0,0.0,300.0,500.0,"Bronze lamps, censers, pitchers, bowls and a steelyard.",,,western_med
8224,0,Plemmirio B,834,Italy,,Sicily,37.00001,15.3297,175.0,225.0,amphorae,North Africa,Rome,western_med
8225,0,Plemmirio C,835,,,,0.0,0.0,-575.0,-525.0,,,,western_med
8226,0,Plitharia,836,,,,0.0,0.0,300.0,700.0,,,,eastern_med
8227,0,Plocice,837,Croatia,Adriatic,Kvarner,44.51666,14.43333,-150.0,400.0,A cargo of roof tiles.,,,adriatic
8228,0,Pointe Bacon,839,,,,0.0,0.0,-400.0,-300.0,,,,western_med
8229,0,Pointe de la Galere,840,,,,0.0,0.0,1.0,50.0,,,,western_med
8230,0,Pointe Debie A,841,France,Western Mediterranean,Bouches-du-Rhône,0.0,0.0,1.0,100.0,,,,western_med
8231,0,Pointe Debie B,842,,,,0.0,0.0,225.0,250.0,,,,western_med
8232,0,Pointe du Ble,843,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8233,0,Pointe du Brouil,844,,,,0.0,0.0,-140.0,-130.0,,,,western_med
8234,0,Pointe Grenier,845,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8235,0,Pointe Lequin 1B,,France,Western Mediterranean,Var,43.01461,6.21577,-500.0,-400.0,,Marseilles,,western_med
8236,0,Pointe Lequin B,847,France,Western Mediterranean,Var,43.01461,6.21577,-200.0,-150.0,,,,western_med
8237,0,Pointe Lequin C,848,France,Western Mediterranean,Var,43.01461,6.21577,50.0,70.0,,,,western_med
8238,0,Pointe Moussure,849,,,,0.0,0.0,-150.0,-100.0,,,,western_med
8239,0,Pointe Pomegues,850,,,,0.0,0.0,-100.0,-80.0,,,,western_med
8240,0,Pomegues A,851,,,,0.0,0.0,249.0,300.0,,,,western_med
8241,0,Pomegues B,852,,,,0.0,0.0,-200.0,-1.0,,,,western_med
8242,0,Pomonte,859,,,,0.0,0.0,-100.0,100.0,,,,western_med
8243,0,Pomorje A,860,,,,0.0,0.0,400.0,600.0,,,,black_sea
8244,0,Pomorje B,861,,,,0.0,0.0,400.0,600.0,,,,black_sea
8245,0,Pomposa,862,,,,0.0,0.0,1000.0,1800.0,,,,western_med
8246,0,Ponte d'Oro,863,,,,0.0,0.0,25.0,75.0,,,,western_med
8247,0,Pontelagoscuro,864,,,,0.0,0.0,300.0,1200.0,,,,western_med
8248,0,Ponza A,865,,,,0.0,0.0,-300.0,-250.0,,,,western_med
8249,0,Ponza B,866,,,,0.0,0.0,-175.0,-150.0,,,,western_med
8250,0,Ponza C,867,,,,0.0,0.0,-100.0,-1.0,,,,western_med
8251,0,Ponza Porto,868,Italy,,,0.0,0.0,1.0,200.0,,,,western_med
8252,0,Populonia,869,,,,0.0,0.0,1.0,200.0,,,,western_med
8253,0,Poros,870,,,,0.0,0.0,-500.0,-480.0,,,,eastern_med
8254,0,Port-de-Bouc,871,,,,0.0,0.0,-200.0,-1.0,,,,western_med
8255,0,Port-la-Nouvelle,872,,,,0.0,0.0,1.0,250.0,,,,western_med
8256,0,Port-Miou (Port Miou B),873,France,Western Mediterranean,Bouches-du-Rhône,43.20304,5.53573,375.0,425.0,"amphorae; Sigillata D or African redslip, Hayes 81 B and 67 B 33",,,western_med
8257,0,Port Vendres A,874,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,390.0,410.0,amphorae,,,western_med
8258,0,Port Vendres B,875,France,Western Mediterranean,Languedoc-Roussillon,42.52724,3.10415,42.0,48.0,,,,western_med
8259,0,Port Vendres C/ 3,876,France,Western Mediterranean,Languedoc-Roussillon,42.52724,3.10415,125.0,175.0,amphorae; A small amount of glass tableware.,,,western_med
8260,0,Port Vendres D,877,France,Western Mediterranean,Languedoc-Roussillon,42.52724,3.10415,-50.0,25.0,amphorae,"Barcino, Spain",,western_med
8261,0,Port Vendres E,878,France,Western Mediterranean,Languedoc-Roussillon,0.0,0.0,-50.0,25.0,amphorae; marble; marble:Five unfinished sheets of Luna marble.,Tarraconensis,,western_med
8262,0,Porticello,879,Italy,,"Calabria, Straits of Messina",38.23972,15.66101,-425.0,-400.0,"amphorae; At least two dozen lead ingots, looted, only 2 have been excavated that are stamped, probably from Laurion. Eight small clay inkpots. Bronze sculpture: a superb male bearded  head, approximately life size, cast in 2 sections; a fragment of right leg and buttock with drapery; a large fragment of drapery; a left hand; the rear protion of a left foot; right foot and leg; genitals; left buttock and thigh; right buttock and upper thigh; other miscellaneous fragments - in total, probably at least one draped male and two undraped males.",Athens?,Italy?,western_med
8263,0,Porto Azzurro A,880,,,,0.0,0.0,250.0,300.0,,,,western_med
8264,0,Porto Azzurro B,881,,,,0.0,0.0,50.0,100.0,,,,western_med
8265,0,Porto Badisco,882,,,,0.0,0.0,-60.0,-40.0,,,,western_med
8266,0,Porto Cesareo,883,,,,0.0,0.0,1100.0,1300.0,,,,western_med
8267,0,Porto Cheli,884,,,,0.0,0.0,500.0,600.0,,,,eastern_med
8268,0,Porto Christo A,885,,,,0.0,0.0,50.0,70.0,,,,western_med
8269,0,Porto Christo B,886,,,,0.0,0.0,25.0,100.0,,,,western_med
8271,0,Porto Ercole B,888,,,,0.0,0.0,-150.0,-100.0,,,,western_med
8272,0,Porto Longo,889,,,,0.0,0.0,400.0,650.0,,,,western_med
8273,0,Porto Paglia,890,,,,0.0,0.0,-100.0,100.0,,,,western_med
8274,0,Porto Palo,891,,,,0.0,0.0,-150.0,-1.0,,,,western_med
8275,0,Porto Pistis,892,,,,0.0,0.0,117.0,138.0,,,,western_med
8276,0,Porto Santo Stefano,893,,,,0.0,0.0,,,,,,western_med
8277,0,Porto Venere,894,,,,0.0,0.0,-225.0,-175.0,,,,western_med
8278,0,Portomaggiore,895,,,,0.0,0.0,-500.0,-250.0,,,,western_med
8279,0,Posillipo,896,,,,0.0,0.0,-500.0,500.0,,,,western_med
8280,0,Povile,897,,,,0.0,0.0,275.0,400.0,,,,adriatic
8282,0,Praiano,899,,,,0.0,0.0,-150.0,400.0,,,,western_med
8283,0,Prasso,900,,,,0.0,0.0,400.0,700.0,amphorae,,,adriatic
8284,0,Premuda A,901,,,,0.0,0.0,1.0,100.0,,,,adriatic
8285,0,Premuda B,902,,,,0.0,0.0,400.0,700.0,,,,adriatic
8286,0,Premuda C,903,,,,0.0,0.0,1000.0,1500.0,,,,adriatic
8289,0,Procchio,906,Italy,,"Elba, Tuscany",0.0,0.0,160.0,200.0,,,,western_med
8290,0,Procida,907,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8291,0,Pudrimel Norte,909,,,,0.0,0.0,50.0,150.0,,,,western_med
8292,0,Pudrimel Sur,910,,,,0.0,0.0,-150.0,-50.0,,,,western_med
8293,0,Puebla del Rio,911,,,,0.0,0.0,1000.0,1200.0,,,,western_med
8294,0,Punta Ala A,912,Italy,,,0.0,0.0,250.0,251.0,,Carthage -Spain-Sicily/Sardinia,Rome,western_med
8295,0,Punta Altarella,913,,,,0.0,0.0,-150.0,400.0,,,,western_med
8296,0,Punta Blanca,914,,,,0.0,0.0,-50.0,25.0,,,,western_med
8297,0,Punta Braccetto,915,Italy,,Sicily,0.0,0.0,-500.0,-475.0,amphorae,,,western_med
8298,0,Punta Cera,916,,,,0.0,0.0,200.0,275.0,,,,adriatic
8299,0,Punta Chiappa,917,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8300,0,Punta Crapazza,918,,,,0.0,0.0,200.0,300.0,,,,western_med
8301,0,Punta de Algas,919,,,,0.0,0.0,-100.0,-50.0,,,,western_med
8302,0,Punta de la Mona,920,,,,0.0,0.0,175.0,250.0,,,,western_med
8303,0,Punta dei Mangani,921,,,,0.0,0.0,-100.0,200.0,,,,western_med
8304,0,Punta dei Ripalti A,922,,,,0.0,0.0,-600.0,-300.0,,,,western_med
8305,0,Punta dei Ripalti B,923,,,,0.0,0.0,-150.0,-1.0,,,,western_med
8306,0,Punta del Diavolo,924,Italy,,Puglia,42.10267,15.47767,1000.0,1500.0,"marble; columns; blocks; marble:A cargo of stone (marble??) comprising of blocks, slabs, small columns and pillars. It is covered in in concretions which hinders exact definition of the material, but is i  its original stacked position",,,western_med
8307,0,Punta del Fenaio,925,,,,0.0,0.0,200.0,325.0,,,,western_med
8308,0,Punta del Milagro,926,Spain,Western Mediterranean,Tarragona,0.0,0.0,-150.0,400.0,marble; columns,,,western_med
8309,0,Punta del Morto A,927,,,,0.0,0.0,-300.0,-100.0,,,,western_med
8310,0,Punta del Morto B,928,,,,0.0,0.0,70.0,220.0,,,,western_med
8311,0,Punta del Vapor A,929,,,,0.0,0.0,1.0,100.0,,,,western_med
8312,0,Punta del Vapor B,930,,,,0.0,0.0,-300.0,-200.0,,,,western_med
8313,0,Punta del Vapore,931,,,,0.0,0.0,-300.0,-250.0,,,,western_med
8314,0,Punta dell'Arco,932,,,,0.0,0.0,-100.0,-50.0,,,,western_med
8315,0,Punta della Contessa A,933,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8316,0,Punta della Contessa B,934,,,,0.0,0.0,1.0,100.0,,,,western_med
8317,0,Punta della Madonna,935,,,,0.0,0.0,-175.0,-75.0,,,,western_med
8318,0,Punta di San Francesco,936,,,,0.0,0.0,-400.0,-100.0,,,,western_med
8319,0,Punta Entina,937,,,,0.0,0.0,1.0,150.0,,,,western_med
8320,0,Punta Falconaia,938,,,,0.0,0.0,100.0,300.0,,,,western_med
8321,0,Punta Falcone,939,,,,0.0,0.0,-100.0,-25.0,,,,western_med
8322,0,Punta Glavina A,940,,,,0.0,0.0,-100.0,-25.0,,,,adriatic
8323,0,Punta Glavina B,941,,,,0.0,0.0,1.0,50.0,,,,adriatic
8324,0,Punta Glavina C,942,,,,0.0,0.0,-180.0,-170.0,,,,adriatic
8325,0,Punta Javana,943,,,,0.0,0.0,1.0,200.0,,,,western_med
8326,0,Punta Lazzaretto,944,,,,0.0,0.0,-200.0,-150.0,,,,western_med
8327,0,Punta le Tombe,945,,,,0.0,0.0,1.0,100.0,,,,western_med
8328,0,Punta Leona,946,,,,0.0,0.0,-300.0,-200.0,,,,western_med
8329,0,Punta Licosa 1,947,Italy,,Campania,40.25509,14.86724,-100.0,-1.0,amphorae,,,western_med
8330,0,Punta Nera,948,,,,0.0,0.0,-150.0,400.0,,,,western_med
8331,0,Punta Palom,949,,,,0.0,0.0,-100.0,-1.0,,,,western_med
8332,0,Punta Patedda,950,,,,0.0,0.0,-15.0,20.0,,,,western_med
8333,0,Punta Penne A,951,,,,0.0,0.0,-150.0,-25.0,,,,western_med
8334,0,Punta Penne B,952,,,,0.0,0.0,150.0,225.0,,,,western_med
8335,0,Punta Perla,953,,,,0.0,0.0,-100.0,100.0,,,,western_med
8336,0,Punta Polveraia,954,,,,0.0,0.0,1.0,100.0,,,,western_med
8337,0,Punta Pozzolana,955,,,,0.0,0.0,-200.0,-100.0,,,,western_med
8338,0,Punta Prima,956,,,,0.0,0.0,70.0,100.0,,,,western_med
8339,0,Punta Raisi,957,,,,0.0,0.0,1.0,300.0,,,,western_med
8340,0,Punta Salina,958,,,,0.0,0.0,-175.0,-125.0,,,,western_med
8341,0,Punta Sardegna,959,,,,0.0,0.0,1.0,200.0,,,,western_med
8342,0,Punta Scaletta,960,Italy,,Tuscany,0.0,0.0,-140.0,-130.0,amphorae,,,western_med
8343,0,Punta Scario A,961,,,,0.0,0.0,1.0,100.0,,,,western_med
8344,0,Punta Scario B,962,,,,0.0,0.0,-225.0,-150.0,,,,western_med
8345,0,Punta Scario C,963,,,,0.0,0.0,-100.0,-1.0,,,,western_med
8346,0,Punta Scario D,964,,,,0.0,0.0,-150.0,-75.0,,,,western_med
8348,0,Punta Scifo B,966,,,,0.0,0.0,-300.0,-100.0,,,,western_med
8349,0,Punta Secca A,967,,,,0.0,0.0,650.0,700.0,,,,western_med
