wreck_id,strauss_id,name,parker_number,country,sea_area,region_db,latitude,longitude,date_start,date_end,cargo_types,provenance,destination,region
137,460,Beauséjour,,France,Western Mediterranean,Languedoc-Roussillon,,,50.0,100.0,"amphorae; marble; blocks; marble:Five blocks of Luna marble well buried in an area 8m x 3m. Different sizes 2.1m x 1.4m x 1.5m = 11.7tons; 1.48m x 1.04m x 0.28m = 1.14tons; 1.33m x 0.76m x 0.3m = 0.8tons; 3m x 1.26m x 0.68m = 6.83tons; 1.9m x 1.26m x 0.55m = 3.9tons. Small tonnage compared to St. Tropez or Porto Nuovo, but similar to Meloria. All blocks are inscribed with quarry marks.",Luna,"French coast, Pyrenées",western_med
138,465,Les Riches Dunes 5,,France,Western Mediterranean,Languedoc-Roussillon,43.33053,3.61656,175.0,200.0,"marble; columns; blocks; marble:A partially worked block of Luna marble 2m x 1m x 0.4m = 3.3 tons buried in sediment.Twenty-one plaques of grey marble; all are broken, but polished on both sides,  the largest one measures 28cm x 20cm apart from a triangular one of 44.2cm x 55.5cm. Small white column 50.4cm long.An Ionic white marble base of plinth and drum in perfect condition.; The head of an ibis made of lead 12.5cm long. These finds suggest the ship was carrying the property of a private collector.",Luna,France,western_med
139,466,Ouest Embiez 1,,France,Western Mediterranean,Var,43.07627,5.76996,175.0,225.0,"amphorae; Principal cargo of colourless glass: irregular blocks of very good quality raw glass up to 25kg each with a total of at least 10 tons stacked in the centre of the boat. More than fifteen fragments of sheet glass, all rectangular except one circular piece with a diameter of 43cm (very rare). At least 2000 pieces of glassware, the majority of which are cylindrical goblets, with different types of bases, stacked together. The sheets of glass were definitely made on the Syrian-Palestinian coast between Acre and Haifa which was famous for its glass production (Pliny NH 36.45; Josephus BJ 11.188; Strabo 16,758). The other glass could have come from any Mediterranean area.",Palestine and elsewhere (?),France?,western_med
140,433,Porticcio,,France,Western Mediterranean,"Near Ajaccio, south Corsica",41.87872,8.77872,200.0,300.0,"amphorae; marble; columns; marble:Two 2m high marble statues representing the Roman Emperor Philip 1 of Arabia (ruled AD 244-249) and his wife Marcia Otacilia, in fragments but weighing about 600kg each.; African coarse ware and millstones. Sheets of glass and glass objects with a total weight of at least 230kg.",?,?,western_med
141,469,Saintes-Maries-de-la-mer 18,,France,Western Mediterranean,Bouches-du-Rhône,43.42334,4.40242,-30.0,400.0,"marble; blocks; marble:Seven blocks of Luna marble in disorder over an area 8m long. The main block measures 2.8m x 1.1m, the others are smaller (1.4m x 1.7m, 1.8m x 1.5m etc).",Luna,South west France? Inland France?,western_med
142,470,Saintes Maries-de-la-mer 21,,France,Western Mediterranean,Bouches-du-Rhône,43.4211,4.39882,-30.0,400.0,"marble; blocks; marble:Seven blocks of Luna marble, two of which are completely buried in sediment. The heaviest load of the three marble wrecks at Saintes Marie.",Luna,South west France? Inland France?,western_med
143,461,Saintes Maries-de-la-mer 22,,France,Western Mediterranean,Bouches-du-Rhône,43.4211,4.39882,1.0,200.0,"amphorae; marble; columns; blocks; marble:Six or seven blocks of Luna marble over an area 12m long, parallel to the beach. Two of the blocks are half cylindrical, i.e. part columns, 2.1m long. Three others are rectangular.",Luna,South west France? Inland France?,western_med
144,353,Punta del Serrone,,Italy,Central Mediterranean,"Near Brindisi, Puglia",40.6,17.95,250.0,300.0,"amphorae; A bronze foot (45cm) was found in 1972, followed by another 150 pieces of bronze sculpture in 1992 in an area 15m x 10m. Another foot, two statues, one late Hellenistic male nude, another Augustan male in a toga (1.47m). Seven bronze heads are better conserved, two date to the C4th BC, one with a short beard to the Late Hellenistic period, another male head and two female heads to the early Imperial period, and a final male head to late Imperial times. This was either a ship carrying works of art belonging to a private collector or a cargo of metal ready for recasting.",Greece?,Rome?,western_med
145,409,Meloria C,,Italy,Tyrrhenian Sea,Near Livorno,,,1.0,100.0,"marble; blocks; marble:Eleven large white marble blocks and probably a half-worked column, 170cm in diameter and 350cm long. Total tonnage about 50 tons. Possibly Luna marble?",Luna?,Rome?,western_med
146,360,Stentinello,1113,Italy,Central Mediterranean,"Santa Panagia Bay, eastern Sicily",,,-300.0,-280.0,amphorae,Greece,Sicily/Rome?,western_med
147,423,Baia di Salinedda,,Italy,Tyrrhenian Sea,"San Teodoro, north-east Sardinia",,,200.0,300.0,amphorae; African red slipware and coarse ware. Eastern Mediterranean glass.,Aegean/Africa,France/Spain?,western_med
148,9,Serçe Limani D,1073,Turkey,Aegean,Marmaris Peninsula,,,-300.0,-1.0,amphorae,Rhodes,?,eastern_med
149,421,Coscia di Donna,,Italy,Tyrrhenian Sea,"Near Punta del Francese, north-west Sardinia",40.8919,8.21365,75.0,100.0,"marble; blocks; marble:A central file of three blocks of white marble 2.2msq.; on each side are four rectangular blocks 2.8m x 1.2m x 0.8m; at the end, four rectangular blocks of the same dimensions. A total of about 100m cubed, weighing 265-275 tons. Could be Luna marble but not certain. Small black and white marble chips, possibly from earlier voyages.",Luna?,France/Spain?,western_med
150,406,Pozzino,898,Italy,Tyrrhenian Sea,Gulf of Baratti,,,-140.0,-120.0,"amphorae; Fragments of Megarian bowls. _x000D_
Cuttings of 6 different species of cultivated vines. _x000D_
Folded lead sheathing._x000D_
A medical chest including a bronze cupping vessel; 136 small boxwood, lidded cylinders grouped in threes containing herbal medicines, such as vanilla and cumin from India. _x000D_
The right hand and lower forearm of a wooden and ivory statue. _x000D_
Vases made of bronze, lead and tin with foliage decoration;  three glass cups typical of Syrio-Palestine._x000D_
A bronze oil lamp decorated with leaves 14.7cm long and probably from the eastern Mediterranean.",Aegean,Rome?,western_med
151,410,Maratea A,647,Italy,Tyrrhenian Sea,South of Naples,,,25.0,75.0,amphorae,Aegean,Rome?,western_med
152,411,Ladispoli B,566,Italy,Tyrrhenian Sea,Near Rome,,,25.0,100.0,"marble; columns; marble:Nine marble columns, not yet identified, lying in three files of three.",Luna?,Rome,western_med
153,412,Capraia D,264,Italy,Tyrrhenian Sea,Capraia Islands,,,1.0,400.0,marble; blocks; marble:Marble blocks.,Luna?,Rome?,western_med
154,413,Agropoli,18,Italy,Tyrrhenian Sea,Near Naples,,,-150.0,400.0,marble; marble:A brief reference to marble.,Aegean?,Rome,western_med
155,359,Vulpiglia,1230,Italy,Central Mediterranean,"Pachino, South east Sicily",,,-300.0,-290.0,"amphorae; Over twenty pieces of  Attic or Corinthian black-gloss pottery._x000D_
Over forty bones and teeth of sheep and goats.",Corinth,Sicily?,western_med
156,363,Lampedusa B,568,Italy,Central Mediterranean,"Lampedusa Island, south of Sicily",,,-125.0,-75.0,amphorae,Rhodes,?,western_med
157,364,Skerki Bank wreck D,,Italy,Central Mediterranean,Between Sicily and Carthage,,,-80.0,-50.0,"amphorae; Several black-glaze plates, and about fifteen cooking ware vessels in first heap. _x000D_
Fifteen cooking vessels, a bronze ladle, hundreds of lamps and other artefacts in the second. _x000D_
Heavy stone weights for weighing cargo (cf Valle Ponti wreck)._x000D_
A very mixed cargo that may have been picked up in one place or along the coasts of the western Mediterranean.",Cosa?,Sicily/North Africa?,western_med
158,365,Skerki Bank wreck F,,Italy,Central Mediterranean,Between Sicily and Carthage,,,25.0,75.0,"amphorae; marble; columns; blocks; marble:Two layers of marble building stones, including  monolithic columns and large irregular blocks, loaded along the line of the keel (cf. Dramont I, Cape Izmetiste and Isole delle Correnti). The stone may be red granite from Aswan, or grey granite from the western Mediterranean.; Stacks of coarse ware ceramics of N. African ware. _x000D_
Bronze artefacts.",Egypt? W. Med.?,Gaul?,western_med
159,366,Skerki Bank wreck G,,Italy,Central Mediterranean,Between Sicily and Carthage,,,25.0,75.0,"amphorae; At least seventeen coarse ware bowls, pitchers and jugs.",Tarraconensis,Sicily?,western_med
160,367,Skerki Bank wreck B,,Italy,Central Mediterranean,Between Sicily and Carthage,,,50.0,100.0,"amphorae; Probably a lot of organic cargo, now disintegrated.",Egypt and Crete via Campania,?,western_med
161,368,Camarina A,163,Italy,Central Mediterranean,South Sicily,,,175.0,200.0,"amphorae; marble; columns; blocks; marble:Two giallo antico columns (others salvaged?), 6m long,  wedged in by sandstone blocks.; Plates and casseroles of black-rim ware. Two small bronze buckets with swan's head terminal handles and other bronze objects, including strigils. A samovar 25cm high decorated with theatrical masks just below the rim and a lion's head protome snout. A rare (perfume?) container with blue enamel inlay, 24cm high, decorated with vine leaves and trellis patterns.","Chemtou, Tunisia",Rome,western_med
162,370,Terrauzza,1143,Italy,Central Mediterranean,"South of Syracuse,  Sicily",,,175.0,225.0,amphorae; .,Aegean,Sicily/Rome?,western_med
163,371,Marzamemi A,670,Italy,Central Mediterranean,Southern Sicily,,,200.0,250.0,"amphorae; marble; columns; blocks; marble:Main part of the cargo was fifteen grey-white marble blocks from Attica, in an area 30m x 8m. Some blocks are  partly shaped as columns or architraves, largest of which weighed 40 tons. The biggest column measures 6.2m long and 1.78m diameter. Total weight 172 tons.",Athens,Sicily/Rome?,western_med
164,373,Capo Granitola A,229,Italy,Central Mediterranean,Western Sicily,,,225.0,275.0,"amphorae; marble; blocks; marble:Over sixty blocks approximately 3m x 1m x 1m in 8 files. Some salvage appears to have taken place in antiquity. Total weight c. 350 tons. Proconnesus marble in trapezoidal form; chips of Parian and unidentified Asiatic marble and verde antico were found between the blocks, presumably the remains of previous voyages.; Small pieces of pottery.",Proconnesus,Rome/France/ Spain?,western_med
165,374,Giardini Naxos,443,Italy,Central Mediterranean,North east Sicily,,,200.0,300.0,"amphorae; marble; columns; blocks; marble:Twenty-four  white-grey Aegean columns and thirteen green cipollino rectangular blocks, over an area of 17m x 5-6m, with an estimated weight of 95 tons. The columns are in a half-finished state, while the blocks show only a surface roughing-out. Loaded at the same time forming two levels inside the hull.",Euboea/ Aegean,Rome?,western_med
166,375,Isola delle Correnti,522,Italy,Central Mediterranean,Southern Sicily,,,200.0,400.0,"amphorae; marble; columns; blocks; marble:350 tons of marble blocks, white with a bluish streak, probably Asiatic. One fragment of a worked architectural piece.; Some pottery",Proconnesus,Rome/France/ Spain?,western_med
167,376,Capo Taormina,256,Italy,Central Mediterranean,North east Sicily,,,1.0,400.0,"marble; columns; blocks; marble:Thirty-seven columns and two blocks of green marble, probable weight 90-100 tons.",Thessaly/ Euboea?,Rome,western_med
168,377,Capo Granitola D,232,Italy,Central Mediterranean,Western Sicily,,,200.0,400.0,"marble; columns; marble:Corinthian and Ionic capitals and plinths in white marble with blue veins, probably Asiatic.",Asia,Rome/France/            Spain?,western_med
169,420,Spargi,1108,Italy,Tyrrhenian Sea,"Maddelana Island_x000D_
North east Sardinia",,,-120.0,-100.0,"amphorae; A great quantity of black-gloss Campanian pottery stacked in the hold. _x000D_
Also Greek fineware from Megaria and Pergamum.","Aegean, Italy",France/Spain?,western_med
170,458,Dramont D,374,France,Western Mediterranean,Var,,,40.0,50.0,"amphorae; Tilted piles of mortaria of two main types; the first with a flat rim was in four sizes (27, 33, 40 and 46cm diameter); one was stamped with HERM[  ]. The second variety, wall-rimmed was larger and heavier and mostly stamped with the Figlinae Marcianae. _x000D_
A set of four bronze pumps, one signed by the maker CLAV[DIVS] F[ECIT].","Aegean, Italy",France,western_med
171,463,Bagaud A (a),76a,France,Western Mediterranean,Var,,,75.0,200.0,,?,France,western_med
172,468,Bagaud A,76,France,Western Mediterranean,Var,,,200.0,275.0,"amphorae; At least 2 mortaria , late Roman spatheia.",Aegean,France,western_med
173,319,Lastovska,576,Croatia,Adriatic,"Mljet Island, north west of Dubrovnik",42.78333,17.31666,-25.0,-1.0,amphorae; amphora_type:Lam 2/Dr 6A + Rodian,?,Northern Italy,adriatic
174,324,Kvarner Gulf,561,Croatia,Adriatic,North west Croatia,45.0,14.0,1.0,100.0,amphorae,Cos,Northern Italy,adriatic
175,325,Silba B/ Arat Cape,1085,Croatia,Adriatic,"Silba Island, north west of Zadar",44.33,14.71,1.0,100.0,amphorae,Rhodes,Northern Italy,adriatic
176,321,Margarina Point,653,Croatia,Adriatic,"near Susak Island, NW of Zadar",44.48333,14.3,1.0,250.0,marble; columns; blocks; marble:Several unfinished blocks and  20 worked white marble columns.; Flat roof tiles and curved roof tiles.,Aegean?,Northern Italy,adriatic
177,333,Pakleni/ Izmetište,773,Croatia,Adriatic,Near Palmezan,43.16666,16.38333,100.0,150.0,"amphorae; blocks; marble:About 10 half-finished stone blocks, one of them dark greenish granite, while others are of limestone.; About 2,500 pieces of various  pottery, half are Eastern Sigillata B (plates and platters) many with stamps, potter Sporos's amongst them. The rest was eastern coarse ware with about 10 forms of mugs, jugs, dishes, pots, plates, pans etc.",Aegean,Northern  Italy,adriatic
178,334,Viganj (Sv. Ivan promontory),1216,Croatia,Adriatic,southern Dalmatia,42.96666,17.06666,100.0,200.0,"Estimated 50,000 pieces of Eastern coarse ware pottery, much looted, including bowls, dishes, trefoil mouth jugs, pots, lids, platters with profiled rim, braziers etc. More than 200 pieces were raised.",Aegean,Northern Italy,adriatic
179,336,Čavlena,288,Croatia,Adriatic,Krk Island,45.1,14.45,-150.0,400.0,marble; columns; marble:Marble ‘elaborated’ columns and other stones.,?,Northern Italy,adriatic
180,343,Savelletri,1043,Italy,Central Mediterranean,"Fasano, near Bari",,,-280.0,-250.0,amphorae,Aegean,Italy,western_med
181,344,Valle Ponti,1206,Italy,Central Mediterranean,"Emilia Romagna,near Comacchio",,,-25.0,-1.0,"amphorae; A large load of shingle in the centre of the hold; 102 lead ingots of five varieties of shape but all marked with the counter stamps  L.CAE.BAT and AGRIP probably of Spanish origin. _x000D_
Coarse pottery, bronze vessels including pots, pans, ladles, strainers and plates. _x000D_
Six tiny votive models of temples each with Hermes or Venus inside of lead._x000D_
A number of five-foot long boxwood logs._x000D_
Seventeen lamps._x000D_
Heavy stone weights for weighing cargo.","Spain, Aegean, Adriatic",Northern Italy,western_med
182,345,Secche Di Ugento A,1066,Italy,Central Mediterranean,"South of Gallipoli, Gulf of Taranto",,,-50.0,100.0,amphorae,Aegean,Rome,western_med
183,346,Tremiti Islands (?),,Italy,Central Mediterranean,South east of Pescara,,,-100.0,100.0,"marble; blocks; marble:‘A load of marble slabs and blocks’, relatively intact, in at least four layers.",Aegean,Italy,western_med
184,347,Taranto C,1133,Italy,Central Mediterranean,Near Taranto,,,1.0,100.0,amphorae; Hundreds of broken roof tiles.,"Cos, Rhodes",Rome,western_med
185,348,Riace,985,Italy,Central Mediterranean,Calabria,,,1.0,100.0,"amphorae; Works of art:  two male bronze statues of C5th BC type, but probably Hellenistic or Roman copies. Tenons of lead show that they have been taken from their bases and are therefore probably spolia. Also other statue fragments including a shield-grip.","Cos, Rhodes, Athens",Rome,western_med
186,354,Capo Cimiti,222,Italy,Central Mediterranean,"near Crotone, Calabria",,,-150.0,400.0,"marble; columns; marble:Five columns of cipollino, 8m long or less, lie parallel on a rocky bottom .",Euboea,Rome,western_med
187,454,Cap Camarat 2,,France,Western Mediterranean,Var,43.1971,6.69101,-75.0,-25.0,amphorae; Red slip Arretine ware. Eastern sigillata A.,Aegean? Tripolitania? Italy,France?,western_med
188,459,Dramont I,378,France,Western Mediterranean,Var,43.41238,6.85057,50.0,60.0,"amphorae; marble; blocks; marble:In an area of 500m sq, three blocks of africano marble were found (2.2m x 1m x 1m; 3.8m x 0.95m x 0.8m; 2.68m x 1.1m x 1m). A total weight of 23 tons.; A complementary cargo of polished (pumice) stones, equivalent to 500 litres. Several hundred kilos of corundum, a very hard and heavy mineral probably from the island of Naxos.","Teos, Naxos, Rome",France?,western_med
189,422,La Maddalena,,Italy,Tyrrhenian Sea,Most northerly point of Sardinia,,,200.0,300.0,marble; blocks; marble:Fragments of slabs of marble in different sizes.; Some African tableware.,Aegean?,France/Spain?,western_med
190,431,Sanguinaires,,France,Western Mediterranean,"Near Ajaccio, Corsica",41.88472,8.60138,-250.0,-200.0,"amphorae; Coarse ware, fineware, red and black-glazed pottery. Attic lamps. Small copper ingots and millstones as ballast. At least 550kg of glass, both manufactured and unmanufactured.",Carthage? Aegean?,France?,western_med
191,314,Lixouri,604,Greece,Central Mediterranean,Cephalonia,,,-150.0,400.0,"marble; columns; marble:Six headless statues of three male nudes, a draped female and a seated male;  two Ionic capitals, four half-column bases.",Aegean,Italy?,eastern_med
